FID,RowID_,stratum,lcode,sdate,utm_e,utm_n,snag,NEAR_FID,NEAR_DIST
5641,250091,BWC-S,F75A.RS,8/1/2014 0:00:00,759700,4480800,0,11993,309.138787100000000
5642,250110,MCB-U,D3.RS,7/2/2015 0:00:00,723170,4316135,1,791,26.777712539800000
5643,250140,SCB,D12.RS,9/13/2011 0:00:00,700870,4310685,1,374,20.378217386599999
5644,250189,BWC-S,D19.RS,10/4/1999 0:00:00,741870,4308035,0,504,36.829357983700000
5645,250190,TWZ,I80.0,7/27/2000 0:00:00,710889,4423794,0,10432,48.672626217400001
5646,250240,MCB-U,D10.RS,9/18/2013 0:00:00,725150,4444799,0,12435,17.780159566799998
5647,250267,SCB,D11.RS,6/19/2012 0:00:00,705020,4307085,1,498,42.106105583100003
5648,250398,BWC-S,D5.RS,10/23/1995 0:00:00,730950,4443500,0,11929,25.042927267400000
5649,250399,IMP-S,H7A.RS,7/14/1994 0:00:00,744170,4306485,1,284,109.387758879000000
5650,250430,MCB-U,D2.RS,9/8/1994 0:00:00,761900,4481050,0,11130,24.574117529799999
5651,250511,SCB,D9.RS,10/30/2001 0:00:00,706670,4306535,0,283,119.649938447000000
5652,250564,SCB,D11.RS,9/3/2003 0:00:00,741550,4452550,1,11040,13.941024519000001
5653,250702,SCB,D10.RS,10/3/2016 0:00:00,729820,4312435,0,549,268.107610884000000
5654,250746,TRI,BM00.7S,7/2/2012 0:00:00,808309,4164557,0,2345,0.000000000000000
5655,250829,TRI,HD00.9M,9/29/2017 0:00:00,808024,4127458,1,2235,35.484466631899998
5656,250999,MCB-U,D2.RS,10/18/2005 0:00:00,702720,4311535,1,546,110.842510664000000
5657,251056,SCB,80755.16735,8/28/1997 0:00:00,807545,4167340,0,2348,171.327868026000000
5658,251057,SCB,D9.RS,7/2/2004 0:00:00,822645,4105540,1,1331,174.318921042999990
5659,251074,SCB,82275.10525,7/18/1997 0:00:00,822745,4105240,0,2130,21.554120350800002
5660,251137,BWC-S,F139A.RS,9/23/1997 0:00:00,781750,4494050,0,10802,45.558456613600001
5661,251196,MCB-U,D13.RS,10/21/1997 0:00:00,711450,4425100,1,10432,75.747224241100000
5662,251223,MCB-U,D8.RS,6/17/2004 0:00:00,746370,4306035,0,136,685.827558479999990
5663,251229,SCB,D8.RS,6/30/1994 0:00:00,750100,4467400,0,10369,28.983219164699999
5664,251322,BWC-S,D31.RS,6/18/2015 0:00:00,745600,4458600,0,10667,0.000000000000000
5665,251442,TRI,BM00.7S,7/9/1997 0:00:00,808309,4164557,1,2345,0.000000000000000
5666,251506,BWC-S,D13.RS,8/16/1994 0:00:00,760550,4483200,0,10385,45.157234180000003
5667,251507,BWC-S,D20.RS,9/22/1995 0:00:00,742470,4306585,1,134,154.698551930000010
5668,251568,SCB,D36.RS,8/7/2006 0:00:00,763750,4484900,1,12744,65.272331804900006
5669,251594,SCB,C51A.RS,9/14/1994 0:00:00,817695,4142590,1,2291,32.333564195500003
5670,251636,SCB,D14.RS,8/6/2008 0:00:00,718320,4312535,0,181,180.808344758000000
5671,251725,SCB,D36.RS,8/10/2007 0:00:00,749500,4466600,0,11372,75.065101488600007
5672,251751,BWC-S,D19.RS,6/27/1996 0:00:00,726770,4313935,1,569,0.000000000000000
5673,251759,MCB-U,D5.RS,6/24/1993 0:00:00,775325,4493825,0,10803,121.468266865999990
5674,251775,SCB,D15.RS,10/10/2012 0:00:00,820695,4113840,0,2190,92.095255557900003
5675,251776,BWC-S,D19.RS,8/9/2002 0:00:00,760500,4479150,0,12516,67.945704717100000
5676,251777,BWC-S,F7A.RS,9/11/2002 0:00:00,739720,4309285,1,340,15.569993082600000
5677,251827,BWC-S,F11A.RS,10/29/2002 0:00:00,740370,4309235,1,340,29.335466805900001
5678,251839,BWC-S,D22.RS,6/23/2003 0:00:00,724350,4440750,0,12083,81.132344855499994
5679,251840,MCB-U,D1.RS,7/17/2008 0:00:00,701220,4315135,1,581,59.476422458000002
5680,251892,BWC-S,F69A.RS,9/28/2007 0:00:00,757200,4476300,0,10719,16.425355650499998
5681,251923,MCB-U,D14.RS,10/28/1998 0:00:00,719350,4436650,1,12725,24.645138761599998
5682,251953,BWC-S,D21.RS,10/15/2004 0:00:00,714500,4430300,1,10457,78.855820281099994
5683,252010,MCB-W,M041.8E,10/20/1995 0:00:00,814770,4121845,0,2221,152.172748191000010
5684,252097,SCB,D15.RS,8/2/2017 0:00:00,743600,4456050,0,12717,60.320100840099997
5685,252128,MCB-U,D9.RS,8/30/2017 0:00:00,734550,4448150,1,11026,67.105560650000001
5686,252161,SCB,D11.RS,8/10/2009 0:00:00,766700,4490250,1,11166,17.872558579900002
5687,252245,SCB,80735.16745,10/10/1997 0:00:00,807345,4167440,0,2348,384.127571783000010
5688,252397,SCB,D10.RS,10/27/1994 0:00:00,809595,4130940,1,1960,61.174825163199998
5689,252405,SCB,D16.RS,7/3/2014 0:00:00,749450,4466550,0,12484,73.695136625399996
5690,252406,BWC-S,D29.RS,9/6/2012 0:00:00,758000,4476750,0,12226,31.519399702899999
5691,252407,SCB,D9.RS,10/28/2008 0:00:00,709420,4305085,0,730,209.840955106000000
5692,252449,BWC-S,F174A.RS,9/2/2014 0:00:00,745500,4457700,0,10667,187.054531727000010
5693,252543,SCB,D10.RS,9/24/2004 0:00:00,749300,4466400,0,12484,17.450413209800001
5694,252557,MCB-W,M225.1W,9/3/2002 0:00:00,715436,4308059,0,895,76.126327014400005
5695,252607,MCB-U,D3.RS,10/14/2016 0:00:00,764150,4487700,0,10284,36.781434679299998
5696,252638,MCB-U,D34.RS,7/25/2003 0:00:00,712500,4426550,1,10432,25.254745783000001
5697,252660,MCB-U,D3.RS,9/20/2005 0:00:00,772750,4493650,0,10798,25.328392495100001
5698,252682,SCB,D24.RS,6/30/2011 0:00:00,715050,4430800,0,10457,45.991283371100003
5699,252686,BWC-S,D20.RS,10/18/2005 0:00:00,758000,4476750,0,12226,31.519399702899999
5700,252687,MCB-U,D31.RS,7/25/2003 0:00:00,723300,4443550,1,10558,42.287304030700000
5701,252710,SCB,D10.RS,6/24/2013 0:00:00,735270,4312735,1,550,86.190690162500005
5702,252722,BWC-S,D24.RS,8/12/2002 0:00:00,721900,4437050,0,10028,23.221436358700000
5703,252723,BWC-S,F9A.RS,9/11/2002 0:00:00,739870,4309235,0,340,37.493072414700002
5704,252772,SCB,D20.RS,10/5/2000 0:00:00,716820,4309685,0,544,169.050141327000010
5705,252816,BWC-S,F266A.RS,8/8/1996 0:00:00,731300,4446100,1,12444,33.931794900900002
5706,252852,BWC-S,F272A.RS,9/21/2009 0:00:00,759700,4482150,1,10383,13.267421137800000
5707,252943,MCB-U,D4.RS,7/16/2007 0:00:00,701820,4314635,0,988,42.403123728200001
5708,253004,SCB,D21.RS,9/26/2013 0:00:00,716500,4431299,1,10146,51.445924905100000
5709,253005,SCB,D14.RS,7/23/2012 0:00:00,820245,4114640,0,2192,105.305630576000000
5710,253006,BWC-S,D16.RS,9/22/1999 0:00:00,727870,4313535,1,569,44.706891006600003
5711,253093,BWC-S,D31.RS,9/10/1997 0:00:00,739650,4448350,0,10622,77.970715996600006
5712,253094,SCB,D15.RS,6/15/2004 0:00:00,729220,4312685,1,549,181.184428416000000
5713,253128,SCB,D9.RS,9/14/2005 0:00:00,817645,4141240,0,1798,7.564004355180000
5714,253129,BWC-S,D21.RS,8/7/2008 0:00:00,731100,4444850,0,11809,4.475448207130000
5715,253130,SCB,D15.RS,6/25/2009 0:00:00,716420,4307335,0,502,162.927388783000000
5716,253168,MCB-U,D4.RS,10/14/2016 0:00:00,759650,4479900,0,11126,34.967046077699997
5717,253213,MCB-W,M227.3W,7/28/2014 0:00:00,713145,4304994,1,278,62.593576596699997
5718,253246,MCB-U,D7.RS,7/25/2013 0:00:00,814895,4121790,0,2221,67.392259045900005
5719,253257,SCB,D8.RS,10/9/1998 0:00:00,820045,4115190,0,1731,159.993958827999990
5720,253258,IMP-S,D21.RS,6/15/1995 0:00:00,744320,4306385,1,284,14.236280392999999
5721,253329,IMP-S,D23.RS,10/16/2013 0:00:00,744620,4305835,1,603,58.822565538699997
5722,253357,SCB,D10.RS,6/19/2012 0:00:00,816595,4138390,1,1136,47.843090362600002
5723,253376,MCB-U,D3.RS,8/27/2010 0:00:00,818095,4114890,0,3909,114.410007924000000
5724,253408,SCB,D9.RS,8/10/2001 0:00:00,815845,4142390,0,1800,15.765800000200000
5725,253646,BWC-S,F348A.R,8/11/2006 0:00:00,746100,4458400,0,10667,405.243831037000010
5726,253694,MCB-U,D5.RS,10/24/2006 0:00:00,726550,4445600,0,11005,14.828607638099999
5727,253721,MCB-U,D7.RS,7/17/2002 0:00:00,707570,4305035,0,283,40.133979011000001
5728,253806,MCB-U,D5.RS,7/7/2017 0:00:00,714620,4306985,1,137,6.320683393510000
5729,253829,BWC-S,D35.RS,9/23/2014 0:00:00,721950,4437050,0,10028,34.484646492600000
5730,253870,SCB,D11.RS,9/20/2011 0:00:00,737570,4312185,0,356,309.305304897999970
5731,253977,SCB,D16.RS,8/21/2015 0:00:00,750000,4467250,1,11593,68.244202709099994
5732,253989,SCB,D33.RS,6/28/2010 0:00:00,716900,4431550,1,10462,62.880608305999999
5733,253996,SCB,D6.RS,10/15/1999 0:00:00,816945,4118390,0,4131,3.284914382800000
5734,253997,BWC-S,F217A.RS,7/12/2001 0:00:00,720050,4437350,1,10485,48.923919716299999
5735,254036,MCB-U,D20.RS,7/23/2001 0:00:00,733870,4311335,1,348,61.313534603000001
5736,254063,SCB,I113.0Ta,6/16/2008 0:00:00,743494,4454903,1,11046,14.125612611799999
5737,254100,MCB-U,B13A.RS,8/23/2005 0:00:00,810745,4137340,1,2272,36.106579978799999
5738,254181,SCB,I113.0Ta,9/22/2015 0:00:00,743494,4454903,1,11046,14.125612611799999
5739,254230,BWC-S,F375A.RS,7/11/2017 0:00:00,713400,4429750,1,10141,44.275348998500000
5740,254280,SCB,D11.RS,7/6/2010 0:00:00,741350,4451200,1,10636,21.727606469400001
5741,254524,MCB-U,D7.RS,10/17/2014 0:00:00,749100,4465000,0,11066,42.952923400800003
5742,254525,SCB,D10.RS,7/21/2010 0:00:00,707970,4305585,1,283,55.847043794500003
5743,254532,MCB-U,D30.RS,9/8/2003 0:00:00,731900,4447900,0,10616,49.032976239600004
5744,254588,BWC-S,D22.RS,6/21/2000 0:00:00,721000,4436500,1,11763,51.995280940599997
5745,254643,IMP-S,D21.RS,8/12/2011 0:00:00,745370,4306085,0,643,56.908835965400002
5746,254693,BWC-S,D20.RS,7/11/2003 0:00:00,733150,4445500,1,10998,16.747123097199999
5747,254819,MCB-U,D2.RS,10/22/2007 0:00:00,730620,4312335,1,925,156.075538593999990
5748,254884,BWC-S,D18.RS,7/10/2008 0:00:00,735920,4312435,1,550,15.297637738500001
5749,254907,BWC-S,F17A.RS,10/16/2009 0:00:00,781750,4494000,0,10802,92.848726884599998
5750,254946,SCB,80760.1684,10/10/1997 0:00:00,807595,4168390,0,1469,464.167051098000000
5751,254995,BWC-S,D15.RS,7/21/1994 0:00:00,723950,4439850,0,12787,22.627442688999999
5752,254996,SCB,I113.0T,8/17/1994 0:00:00,743494,4454903,1,11046,14.125612611799999
5753,255065,IMP-S,D21.RS,10/4/1994 0:00:00,743970,4306235,0,284,357.603778932000010
5754,255129,MCB-W,M219.8E,10/26/2009 0:00:00,720101,4314977,0,586,16.279690098900002
5755,255144,TRI,HD00.9M,8/14/2003 0:00:00,808024,4127458,1,2235,35.484466631899998
5756,255184,BWC-S,D15.RS,9/6/1999 0:00:00,737920,4309535,1,340,51.942077939400001
5757,255330,BWC-S,D14.RS,10/24/1994 0:00:00,761750,4483500,0,12744,393.079349705000030
5758,255331,BWC-S,F69A.RS,9/20/2001 0:00:00,756550,4476000,1,10085,13.208635661400001
5759,255362,BWC-S,D23.RS,6/19/2001 0:00:00,721320,4314585,0,574,46.614041330200003
5760,255399,MCB-U,D2.RS,7/7/1994 0:00:00,760750,4480300,0,10263,15.077825422000000
5761,255416,SCB,81755.141,9/26/1997 0:00:00,817545,4140990,1,4049,24.642880483500001
5762,255433,BWC-S,D17.RS,9/2/1998 0:00:00,701720,4312535,1,963,29.976865622700000
5763,255465,MCB-W,M052.6E,9/22/1995 0:00:00,809415,4134711,0,1967,103.935708017000000
5764,255575,IMP-S,D21.RS,10/1/2001 0:00:00,744170,4306785,0,201,65.691755941099998
5765,255615,BWC-S,D22.RS,9/24/2008 0:00:00,760950,4479200,1,12516,132.752004610999990
5766,255729,SCB,D6.RS,8/13/2009 0:00:00,716600,4431300,1,10146,6.885540380420000
5767,255742,SCB,D25.RS,9/6/1996 0:00:00,742900,4452800,1,11041,27.766611447700001
5768,255804,MCB-U,D9.RS,7/10/2017 0:00:00,745300,4458800,1,10659,36.205311837700002
5769,255837,BWC-S,F379A.RS,9/30/2015 0:00:00,712900,4429200,1,10457,246.639250150000010
5770,255894,BWC-S,F29A.RS,9/7/2000 0:00:00,734520,4310735,0,664,22.912839966300002
5771,256054,IMP-S,D23.RS,9/21/2004 0:00:00,744670,4305835,0,961,51.308595350799997
5772,256091,TRI,HD00.9M,10/24/2011 0:00:00,808024,4127458,0,2235,35.484466631899998
5773,256092,MCB-U,D4.RS,8/28/1995 0:00:00,704770,4309235,1,984,49.710322534299998
5774,256120,SCB,C58A.RS,10/19/1999 0:00:00,807780,4169000,0,2350,318.820977105999990
5775,256212,MCB-U,D12.RS,7/31/1996 0:00:00,725900,4444800,1,10995,44.262709799200003
5776,256213,MCB-W,M235.0W,7/8/2003 0:00:00,703215,4309782,1,160,38.187890142100002
5777,256331,MCB-U,D6.RS,7/13/2015 0:00:00,753200,4474200,0,11115,64.622123216099993
5778,256376,MCB-W,M031.7E,7/29/1997 0:00:00,821991,4107900,1,2155,56.173584405200003
5779,256377,MCB-U,D5.RS,8/19/2009 0:00:00,738620,4310285,1,216,26.372930027199999
5780,256501,MCB-U,M070.2A,10/29/2003 0:00:00,809550,4155709,0,2330,35.707353797099998
5781,256516,MCB-U,D7.RS,8/16/2013 0:00:00,768750,4491750,0,11175,37.628390705299999
5782,256542,BWC-S,F309A.RS,6/21/2016 0:00:00,722050,4437500,1,9811,6.439120018370000
5783,256573,SCB,D14.RS,6/23/2010 0:00:00,737170,4312335,1,356,150.589757095000010
5784,256586,SCB,D13.RS,9/14/2001 0:00:00,749600,4466850,0,12484,33.501389398100002
5785,256660,BWC-S,F211A.RS,10/23/1995 0:00:00,712700,4428850,1,10457,22.956658979400000
5786,256730,SCB,D21.RS,6/20/1996 0:00:00,750200,4467550,0,10690,15.318741893700000
5787,256800,SCB,C47A.RS,10/25/2011 0:00:00,742050,4452700,1,10640,23.923935314900000
5788,256818,MCB-U,D3.RS,9/30/2010 0:00:00,734120,4311785,0,547,34.182599998999997
5789,256838,TRI,BM00.7S,7/31/2009 0:00:00,808309,4164557,1,2345,0.000000000000000
5790,256865,SCB,C23A.RS,9/5/2014 0:00:00,749600,4466750,0,12484,91.401672262500000
5791,256900,BWC-S,D18.RS,8/13/2013 0:00:00,736570,4310235,0,343,20.416593355800000
5792,256901,MCB-U,D10.RS,8/16/2011 0:00:00,715000,4431100,0,12702,43.770097213500001
5793,256959,BWC-S,D20.RS,9/17/2001 0:00:00,775350,4494250,1,12749,237.817599539000010
5794,256965,MCB-U,D1.RS,7/12/1999 0:00:00,816445,4142290,1,2296,46.507879596599999
5795,257033,MCB-U,D9.RS,7/12/1999 0:00:00,764200,4488100,0,11155,53.309374442699998
5796,257115,MCB-U,M070.2A,7/13/1999 0:00:00,809550,4155709,1,2330,35.707353797099998
5797,257128,SCB,D12.RS,8/13/2009 0:00:00,820395,4114490,0,2190,129.366803989000000
5798,257129,IMP-S,D22.RS,9/22/2015 0:00:00,744170,4306485,1,284,109.387758879000000
5799,257236,SCB,D9.RS,8/23/2017 0:00:00,807595,4168490,0,1469,539.595671038999970
5800,257281,SCB,D19.RS,8/30/2017 0:00:00,740050,4449850,1,10220,30.598692540199998
5801,257433,BWC-S,F159A.RS,7/22/2016 0:00:00,746950,4459600,0,11580,247.597834220000010
5802,257469,MCB-U,D2.RS,9/3/2010 0:00:00,781900,4494600,0,10811,41.148141505500000
5803,257501,BWC-S,D18.RS,6/28/1996 0:00:00,739370,4309385,1,340,50.095081354000001
5804,257529,SCB,81705.11855,7/14/1997 0:00:00,817045,4118540,0,2212,56.008514138000002
5805,257530,SCB,D24.RS,8/23/2016 0:00:00,714350,4430600,0,10457,3.812223470940000
5806,257595,SCB,D26.RS,8/28/1997 0:00:00,743450,4453400,1,10644,31.376064945100001
5807,257623,IMP-S,D22.RS,10/4/2004 0:00:00,745870,4305535,0,643,601.529655037999990
5808,257667,BWC-S,D36.RS,10/22/1999 0:00:00,745700,4458800,0,10667,18.862248033699998
5809,257668,BWC-S,D15.RS,8/27/1998 0:00:00,736070,4310785,0,340,8.680799078730001
5810,257762,IMP-S,D24.RS,9/18/2008 0:00:00,744620,4305885,0,603,107.956586551000000
5811,257869,BWC-S,F40A.RS,8/22/1996 0:00:00,742120,4306835,0,72,398.679601338000000
5812,257898,SCB,D10.RS,8/18/2011 0:00:00,817195,4140140,1,3499,35.880685470499998
5813,258265,SCB,D9.RS,8/17/2011 0:00:00,728820,4313335,1,559,80.354965315499996
5814,258298,MCB-U,D3.RS,6/18/2004 0:00:00,747300,4461900,1,10669,29.482602081600000
5815,258323,BWC-S,F61A.RS,8/15/2005 0:00:00,775150,4494100,0,12749,24.811575895000001
5816,258418,MCB-U,M070.2A,8/15/2008 0:00:00,809550,4155709,0,2330,35.707353797099998
5817,258420,SCB,D9.RS,8/24/1999 0:00:00,810245,4129790,0,2247,155.297167011000000
5818,258421,MCB-U,D16.RS,6/17/1997 0:00:00,719450,4435350,1,10473,10.025995655999999
5819,258441,MCB-W,M227.5W,10/9/2017 0:00:00,712905,4304950,0,278,51.508032677999999
5820,258487,MCB-W,M219.8E,8/6/1998 0:00:00,720101,4314977,0,586,16.279690098900002
5821,258539,BWC-S,D11.RS,9/7/2000 0:00:00,736170,4310635,0,343,4.335558892170000
5822,258540,BWC-S,D30.RS,9/23/2008 0:00:00,783050,4499050,1,11864,0.000000000000000
5823,258580,TRI,HD00.9M,9/10/2010 0:00:00,808024,4127458,1,2235,35.484466631899998
5824,258606,BWC-S,F231A.RS,10/29/2002 0:00:00,719650,4433400,1,10468,63.636117910800003
5825,258736,SCB,D32.RS,9/27/2000 0:00:00,738800,4449500,1,11040,24.278668677399999
5826,258784,MCB-U,D2.RS,7/17/2008 0:00:00,816095,4118240,1,3846,79.565673815699995
5827,258811,BWC-S,D16.RS,9/22/2008 0:00:00,727720,4313635,0,569,2.867122742200000
5828,258851,SCB,D9.RS,6/16/2004 0:00:00,703120,4309035,1,160,39.163745472000002
5829,258870,SCB,D20.RS,7/7/2017 0:00:00,741950,4452650,1,11041,29.011575532100000
5830,258902,MCB-U,D1.RS,10/24/2000 0:00:00,769000,4491750,0,11177,54.502079734200002
5831,258912,MCB-U,D2.RS,9/22/1994 0:00:00,735900,4447800,1,10619,34.645430444399999
5832,259032,MCB-U,D32.RS,8/2/2004 0:00:00,783050,4500300,0,10829,66.541636623499997
5833,259053,BWC-S,D20.RS,6/15/1995 0:00:00,742620,4306935,1,497,0.000000000000000
5834,259070,MCB-U,D12.RS,9/18/2013 0:00:00,717600,4431999,0,10464,57.771493417700000
5835,259168,BWC-S,D20.RS,10/28/2005 0:00:00,734570,4311035,1,341,0.000000000000000
5836,259222,MCB-U,D12.RS,9/9/1998 0:00:00,762500,4482350,0,12247,28.451289550599999
5837,259279,BWC-S,D20.RS,10/15/2003 0:00:00,741770,4307535,1,503,81.868517304299999
5838,259333,MCB-U,D27.RS,10/15/2004 0:00:00,710900,4424200,1,10432,25.807806195700000
5839,259354,BWC-S,F8A.RS,8/21/1997 0:00:00,783750,4497950,1,12005,83.920356228299994
5840,259484,BWC-S,F7A.RS,10/25/2010 0:00:00,738670,4309435,1,340,105.528052231999990
5841,259489,SCB,D6.RS,9/20/2007 0:00:00,807545,4167090,0,3580,205.355658691000000
5842,259490,BWC-S,D25.RS,10/14/2003 0:00:00,720500,4435950,0,12050,98.456245559500005
5843,259509,MCB-U,D3.RS,7/1/2016 0:00:00,739020,4310135,1,331,64.996584832400004
5844,259545,BWC-S,D24.RS,6/26/2008 0:00:00,759650,4480700,1,11993,253.579710600999990
5845,259591,MCB-U,D3.RS,10/19/2004 0:00:00,738920,4310185,1,331,73.231791328499995
5846,259665,MCB-U,D34.RS,10/30/2002 0:00:00,711500,4425600,1,10138,27.893719733899999
5847,259680,MCB-U,D11.RS,9/4/2012 0:00:00,723600,4444100,0,10566,30.229516558099998
5848,259697,SCB,D12.RS,6/16/2008 0:00:00,741300,4452050,1,10636,12.072552287900001
5849,259805,MCB-U,D2.RS,8/20/2015 0:00:00,775200,4493850,0,12749,123.450839356000000
5850,259835,BWC-S,D30.RS,9/24/2015 0:00:00,733450,4444700,0,12422,54.893250378099999
5851,259836,BWC-S,F78A.RS,8/22/2017 0:00:00,759600,4482050,0,10383,45.121100952799999
5852,259902,MCB-U,D14.RS,6/21/1999 0:00:00,719250,4436100,1,9924,19.474345123399999
5853,259956,SCB,D36.RS,9/16/2010 0:00:00,738400,4449000,1,12715,18.640334740600000
5854,260017,BWC-S,F396A.RS,8/15/1997 0:00:00,719600,4433250,0,10468,211.779902295000000
5855,260115,MCB-U,D1.RS,6/26/2009 0:00:00,741470,4308735,0,521,96.077397875000003
5856,260140,MCB-U,D4.RS,7/30/2009 0:00:00,816845,4116740,1,2198,107.511498166000000
5857,260154,MCB-U,D11.RS,9/16/2014 0:00:00,736750,4447850,1,10619,41.802193183200004
5858,260189,BWC-S,F13A.RS,7/14/2003 0:00:00,699820,4319235,0,413,90.454755479300005
5859,260221,SCB,I113.0T,8/16/2006 0:00:00,743494,4454903,1,11046,14.125612611799999
5860,260278,IMP-S,D23.RS,10/4/1994 0:00:00,744470,4306485,0,284,88.458224082699999
5861,260289,BWC-S,D20.RS,7/9/2014 0:00:00,742370,4307185,0,72,0.000000000000000
5862,260290,SCB,D8.RS,6/19/2000 0:00:00,807595,4167540,0,2348,143.618046665000010
5863,260318,SCB,D18.RS,8/10/1998 0:00:00,717300,4431700,1,10150,18.534876722300002
5864,260367,MCB-U,D3.RS,9/9/2003 0:00:00,731520,4311935,0,545,44.745300161199999
5865,260368,MCB-U,D29.RS,6/16/2004 0:00:00,739150,4452800,1,11042,47.740120793199999
5866,260396,SCB,D26.RS,10/25/1995 0:00:00,739900,4449750,0,10220,14.505218816599999
5867,260529,MCB-U,D2.RS,9/26/2017 0:00:00,743070,4308585,0,298,1182.425415250000000
5868,260544,MCB-U,B21A.RS,8/29/2012 0:00:00,822545,4109690,0,1713,8.751295966820001
5869,260584,MCB-U,D3.RS,7/28/2003 0:00:00,742950,4456000,1,11053,38.000936707000001
5870,260663,MCB-U,D2.RS,9/30/2010 0:00:00,736620,4312135,1,550,33.630493683899999
5871,260732,MCB-U,D29.RS,7/14/2000 0:00:00,722800,4442050,1,10547,77.918752299499999
5872,260782,BWC-S,D30.RS,8/8/1997 0:00:00,739550,4448500,0,10216,17.621099193199999
5873,260857,SCB,C9A.RS,6/22/2007 0:00:00,715200,4430900,1,10457,111.820117721000000
5874,260883,SCB,D23.RS,8/29/1997 0:00:00,715700,4431000,1,10457,52.607357140200001
5875,260901,MCB-U,D7.RS,9/30/1999 0:00:00,744320,4307385,0,682,305.220630858999980
5876,260989,BWC-S,D31.RS,8/29/2012 0:00:00,756000,4474950,0,12508,167.811624227000010
5877,261005,SCB,D14.RS,7/26/2013 0:00:00,819995,4115140,0,2192,127.784693692999990
5878,261029,SCB,D12.RS,8/26/2010 0:00:00,822695,4105790,0,2138,100.405886430000000
5879,261030,MCB-U,D2.RS,7/24/2001 0:00:00,715970,4310635,0,772,67.799049990000000
5880,261075,SCB,81950.11615,10/19/1995 0:00:00,819495,4116140,1,1933,76.884501488799998
5881,261170,BWC-S,D1.RS,6/16/1997 0:00:00,758350,4476750,0,12226,162.625546738000000
5882,261171,BWC-S,F30A.RS,7/14/1994 0:00:00,739320,4309335,1,314,48.503819305699999
5883,261374,SCB,D10.RS,7/9/2015 0:00:00,807295,4167040,1,3580,451.301509162999990
5884,261391,IMP-S,D22.RS,8/15/2002 0:00:00,746620,4305335,0,5891,294.682766738000000
5885,261467,SCB,D13.RS,9/21/2009 0:00:00,716270,4308785,1,520,38.809739702199998
5886,261484,BWC-S,D20.RS,10/14/2009 0:00:00,730250,4445950,0,12162,107.281051820000000
5887,261485,MCB-U,D32.RS,6/18/2007 0:00:00,785050,4502650,0,12800,92.278498125699997
5888,261516,SCB,I113.0T,8/4/1998 0:00:00,743494,4454903,1,11046,14.125612611799999
5889,261580,BWC-S,D1.RS,6/24/1999 0:00:00,759350,4476950,1,10721,51.223909949899998
5890,261670,SCB,D23.RS,8/31/1995 0:00:00,741350,4452300,1,11040,23.769414244899998
5891,261714,MCB-U,D32.RS,8/6/2008 0:00:00,762200,4481650,0,10731,58.777433355500001
5892,261745,SCB,D22.RS,9/10/1999 0:00:00,716200,4431100,1,10146,8.007909248350000
5893,261786,SCB,D34.RS,8/6/2001 0:00:00,738900,4449550,1,11040,23.502507582200000
5894,261820,SCB,D16.RS,8/10/2011 0:00:00,743650,4456050,0,12717,21.674745685800001
5895,261862,MCB-U,D6.RS,10/26/2015 0:00:00,739400,4452850,0,11703,53.629658898099997
5896,261935,SCB,D9.RS,10/6/2016 0:00:00,817745,4141540,0,2000,30.798766178200001
5897,261949,TWZ,I80.0,8/31/2000 0:00:00,710889,4423794,0,10432,48.672626217400001
5898,261979,SCB,C2A.RS,10/4/2006 0:00:00,809095,4131840,0,1046,80.347326734299997
5899,262057,BWC-S,D7.RS,6/16/1995 0:00:00,783550,4499400,0,12780,0.000000000000000
5900,262058,SCB,D14.RS,8/24/2007 0:00:00,716170,4308635,1,520,18.476625217700001
5901,262110,SCB,D14.RS,9/29/2010 0:00:00,716820,4309735,1,544,148.100966886000010
5902,262130,MCB-U,B9A.RS,9/11/2009 0:00:00,815345,4147590,0,2008,40.638610272900003
5903,262139,MCB-U,D29.RS,6/21/2007 0:00:00,750450,4471050,1,12213,69.474781337500005
5904,262154,MCB-U,D8.RS,10/15/2003 0:00:00,746720,4305735,0,5891,494.593526332000010
5905,262165,SCB,81910.1168,7/26/1996 0:00:00,819095,4116790,1,1368,0.000000000000000
5906,262200,MCB-U,D18.RS,10/25/2000 0:00:00,745120,4306835,0,281,276.453095491999990
5907,262220,SCB,D17.RS,10/6/2006 0:00:00,741250,4450750,1,10636,9.209541839090001
5908,262271,BWC-S,D30.RS,10/15/2010 0:00:00,745450,4457650,1,10667,172.258738099000000
5909,262274,SCB,C136A.RS,10/11/2005 0:00:00,820695,4113440,1,2189,140.815223048000010
5910,262334,BWC-S,F168A.RS,9/23/2010 0:00:00,722500,4438700,1,12066,49.567940740799997
5911,262368,BWC-S,D23.RS,9/8/2000 0:00:00,721020,4314435,0,574,17.238352223500002
5912,262369,MCB-W,M232.9E,7/29/2013 0:00:00,705804,4307765,0,980,62.128714700200000
5913,262370,BWC-S,D32.RS,7/22/2016 0:00:00,731550,4446250,0,11957,48.677640392900003
5914,262371,MCB-U,D2.RS,7/13/1993 0:00:00,718625,4432625,0,10894,260.051610707000010
5915,262392,BWC-S,F112A.RS,9/30/2003 0:00:00,737150,4445650,1,11002,12.780528627100001
5916,262423,MCB-U,D4.RS,8/6/2004 0:00:00,733820,4311285,1,348,26.190439620100001
5917,262459,BWC-S,D19.RS,6/18/2010 0:00:00,736420,4312335,1,550,31.082603815300001
5918,262472,SCB,D10.RS,9/14/2001 0:00:00,750550,4468350,1,12486,10.268187214699999
