FID,OBJECTID_1,OBJECTID,Perimeter,Area,Acres,Hectares,LCU_C1,LCU_N1,LCU_C2,LCU_N2,COVER_C,COVER_N,HEIGHT_C1,HEIGHT_C2,HEIGHT_N,CLASS_31,CLASS_31_N,CLASS_31_D,CLASS_15_C,CLASS_15_N,CLASS_7_C,CLASS_7_N,HNA_C1,HNA_C2,HNA_N1,HYDRO_C1,HYDRO_C2,HYDRO_N,HYD_REG_C,HYD_REG_N,LAND_WATER,NVCS2_CODE,NVCS2_DESC,Shape_Leng,Shape_Le_1,Shape_Area
214,2686,2686,32270.304081599999000,18907404.023600001000000,3.014265767460000,1.219830077990000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,819.665723672000010,819.665723672000010,12198.300780000000000
215,2687,2687,27489.128788999999000,11625483.335200001000000,1.853363708930000,0.750029682855000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,698.223871239000000,698.223871239000000,7500.296828479999900
216,2688,2688,18826.870503900001000,10883856.583300000000000,1.735131712210000,0.702182891329000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,478.202510802000010,478.202510802000010,7021.828913379999900
217,2689,2689,42891.975207500000000,17344462.831700001000000,2.765097762940000,1.118995364050000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,1089.456170259999900,1089.456170259999900,11189.953640500000000
218,2690,2690,23531.502971099999000,13451250.536499999000000,2.144432095020000,0.867820879612000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,597.700175471999960,597.700175471999960,8678.208796180000700
219,2691,2691,102131.581284999990000,257728730.359000000000000,41.087760553499997,16.627626767799999,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,2594.142164630000000,2594.142164630000000,166276.267678000000000
220,2692,2692,29433.413112599999000,7924487.822830000000000,1.263341722600000,0.511256256378000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,747.608693041000040,747.608693041000040,5112.562564019999600
221,2693,2693,54451.153355399998000,14592851.976299999000000,2.326429059580000,0.941472438102000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,1383.059295220000000,1383.059295220000000,9414.724381000000000
222,2694,2694,64366.850728400001000,60945810.476800002000000,9.716133952660000,3.931979908720000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,1634.918008509999900,1634.918008509999900,39319.799086999999000
223,2695,2695,34329.024067699997000,38836322.849100001000000,6.191383986500000,2.505564204930000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,871.957211314000010,871.957211314000010,25055.642049499998000
224,2696,2696,33446.480581299998000,37308517.457199998000000,5.947817419330000,2.406996312270000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,849.540606762000040,849.540606762000040,24069.963122699999000
225,2697,2697,15112.534317000000000,14180829.107700000000000,2.260743340560000,0.914890370712000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,383.858371649999980,383.858371649999980,9148.903707159999600
226,2698,2698,85176.153390599997000,94642356.210099995000000,15.088121781300000,6.105946253250000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,2163.474296120000000,2163.474296120000000,61059.462532600002000
227,2699,2699,61225.528223900001000,39832915.292300001000000,6.350263253160000,2.569860363000000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,1555.128416880000000,1555.128416880000000,25698.603630099999000
228,2700,2700,52094.365117800000000,16327780.478800001000000,2.603015712490000,1.053403085370000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,1323.196873980000000,1323.196873980000000,10534.030853500000000
229,2701,2701,25475.259496999999000,14928333.016899999000000,2.379912288430000,0.963116332920000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,647.071591225000020,647.071591225000020,9631.163329260000000
230,2702,2702,19709.669709000002000,9046426.131389999800000,1.442203941470000,0.583639228293000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,500.625610608999980,500.625610608999980,5836.392282869999700
231,2703,2703,38430.709338499997000,24350708.414000001000000,3.882051004670000,1.571010304030000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,976.140017199000000,976.140017199000000,15710.103040300000000
232,2704,2704,22221.040981800001000,15749127.879400000000000,2.510765463880000,1.016070734270000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,564.414440933000040,564.414440933000040,10160.707342600001000
233,2705,2705,37363.570135399998000,88415775.939400002000000,14.095464738800001,5.704232200510000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,949.034681434000050,949.034681434000050,57042.322004499998000
234,2706,2706,49401.649058399998000,12675132.421599999000000,2.020701398710000,0.817748843314000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,1254.801886080000000,1254.801886080000000,8177.488433210000000
235,2707,2707,30868.033104499998000,17398025.289000001000000,2.773636824210000,1.122450999540000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,784.048040867000050,784.048040867000050,11224.509995300001000
236,2708,2708,62467.312820400002000,36359150.506300002000000,5.796466959090000,2.345746954060000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,1586.669745650000100,1586.669745650000100,23457.469540900001000
237,2709,2709,26574.808291000001000,43765832.044000000000000,6.977258705100000,2.823596420150000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,675.000130591000020,675.000130591000020,28235.964201499999000
238,2710,2710,21870.895652600000000,26608328.118299998000000,4.241966399840000,1.716662896880000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,555.520749571000010,555.520749571000010,17166.628968800000000
239,2711,2711,29932.563810600001000,51932783.845500000000000,8.279254643260000,3.350495482580000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,760.287120791000010,760.287120791000010,33504.954825800000000
240,2712,2712,30111.748297999999000,10720151.767500000000000,1.709033479930000,0.691621311434000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,764.838406768000030,764.838406768000030,6916.213113949999800
241,2713,2713,28278.922165600001000,10595398.653600000000000,1.689145025630000,0.683572739535000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,718.284623002999980,718.284623002999980,6835.727395230000200
242,2714,2714,129595.667474999990000,52019096.866099998000000,8.293014881480000,3.356064053420000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,3291.729953860000000,3291.729953860000000,33560.640533799997000
243,2715,2715,159005.322656000000000,228867117.412000000000000,36.486569835300003,14.765590946900000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,4038.735195490000000,4038.735195490000000,147655.909469000010000
244,2716,2716,51265.037339700000000,59402644.863100000000000,9.470118620410000,3.832421035990000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,1302.131948430000000,1302.131948430000000,38324.210359800003000
245,2717,2717,34773.883577900000000,63906985.339500003000000,10.188211875600000,4.123023066160000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,883.256642873000030,883.256642873000030,41230.230661599999000
246,2718,2718,16721.258813500001000,14742169.158299999000000,2.350233579220000,0.951105785419000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,424.719973863000010,424.719973863000010,9511.057854250000700
247,2719,2719,63841.561078699997000,59636891.333700001000000,9.507462780210000,3.847533681280000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,1621.575651410000100,1621.575651410000100,38475.336812900001000
248,2720,2720,101165.277524000000000,133618610.834999990000000,21.301814042499998,8.620538296650000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,2569.598049130000200,2569.598049130000200,86205.382966799996000
249,2721,2721,43900.010564700002000,31990672.420800000000000,5.100033226970000,2.063910221900000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,1115.060268349999900,1115.060268349999900,20639.102219000000000
250,2722,2722,26849.422697800001000,6952273.008929999500000,1.108348798740000,0.448532845444000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,681.975336531000040,681.975336531000040,4485.328454470000000
